"inhibs_rojo";"num_torres_rojo";"num_torres_azul";"DamageObjectives_rojo";"inhibs_azul";"DamageObjectives_azul";"kda_adc_rojo";"kda_jng_rojo";"kda_mid_azul";"kda_jng_azul";"kda_mid_rojo";"num_nashors_rojo";"kda_sup_azul";"kda_sup_rojo";"kda_adc_azul";"num_asesinatos_rojo";"kda_top_rojo";"kda_top_azul";"num_asesinatos_azul";"num_nashors_azul";"num_dragones_rojo";"num_dragones_azul";"double_k_rojo";"diff_oro_al_15";"diferencia_exp";"oro_al_15_rojo";"double_k_azul";"cura_rojo";"oro_al_15_azul";"cura_azul";"gana_azul"
1;5;9;1564,58333333333;1;2702,08333333333;2;2,5;2,66666666666667;7;5;0;1,33333333333333;3;6;10;0,666666666666667;2;11;2;2;5;0;2500;1523;22200;1;772,229166666667;24700;505,145833333333;"si"
0;2;8;616,666666666667;1;2720;1;1,5;3;7;2,5;0;4;1;6;6;1,5;9;11;1;0;4;0;830;527;24400;0;1241,63333333333;25200;1293,86666666667;"si"
0;1;11;390,909090909091;3;3386,36363636364;1,14285714285714;1,33333333333333;5,5;21;1;0;6;0,833333333333333;6,66666666666667;12;0,666666666666667;3,75;28;0;0;1;0;7200;3384;24300;4;512,636363636364;31500;635,090909090909;"si"
0;2;9;924,324324324324;2;2462,16216216216;2;2;14;10;0;0;2,33333333333333;0,666666666666667;9;5;0,5;14;20;1;1;4;0;1200;1600;22500;0;445,135135135135;23700;728,378378378378;"si"
0;3;9;985,714285714286;1;2308,57142857143;2;2,5;15;18;1,66666666666667;0;4,25;1,5;5,66666666666667;11;1;3,66666666666667;22;1;1;4;0;588;-75;24400;3;902,342857142857;25000;979,257142857143;"si"
0;3;9;1494,11764705882;1;2214,70588235294;4;3;14;11;0,285714285714286;0;13;1;10;6;1,25;2,33333333333333;18;2;2;2;0;-1700;-1181;23500;1;909,941176470588;21800;932,352941176471;"si"
0;2;11;977,142857142857;3;2714,28571428571;1;1,33333333333333;11;9;1,5;0;12;1;13;4;1,5;6;13;1;1;4;0;3300;2677;22100;1;852,2;25400;1343,42857142857;"si"
0;3;11;1353,57142857143;3;2050;0,2;0,5;15;16;1;0;14;0,5;17;2;0,166666666666667;13;20;1;2;2;0;3000;1607;22300;4;543,178571428571;25300;701,142857142857;"si"
0;2;10;1228,57142857143;2;2638,09523809524;7;4,5;4,5;1,66666666666667;3;0;3;2,25;10;11;1,25;10;14;1;4;2;0;-1300;-1022;24000;1;670,619047619048;22700;729,785714285714;"si"
0;1;9;1209,09090909091;1;2163,63636363636;1,25;0,75;9;9;2,5;0;3,5;2,5;6;6;1;6;14;1;2;2;1;-214;-1340;23300;1;486,030303030303;23100;1164,9696969697;"si"
0;1;10;1225,8064516129;4;3035,48387096774;2,25;3;4;2;1,25;1;12;2,5;13;10;1,5;2,33333333333333;19;1;1;4;0;2900;2223;22700;2;745,129032258065;25600;1066,32258064516;"si"
0;0;10;533,333333333333;4;2329,62962962963;1,6;2,5;6;5,5;1,4;0;6;2,5;5,66666666666667;11;2,66666666666667;13;21;0;0;4;0;3700;1898;22700;4;823,666666666667;26400;2430,44444444444;"si"
0;2;11;750;4;1461,53846153846;3;1,25;16;5,5;1;0;6,5;1;6,5;8;0,5;6,5;19;0;1;0;1;2900;1440;22000;1;505,269230769231;24900;699,307692307692;"si"
0;2;10;670,588235294118;1;2708,82352941176;0,5;0;11;11;1;0;10;0;10;2;0;15;16;1;1;3;0;2200;642;21700;2;1105,70588235294;23900;1573,64705882353;"si"
0;4;11;783,870967741935;3;2719,35483870968;1,33333333333333;2,5;6,5;13;0,8;0;8,5;1,5;16;7;0,6;6;19;1;2;3;0;-3000;-2289;25300;1;614,903225806452;22300;989,645161290323;"si"
0;6;10;1878,0487804878;2;2631,70731707317;2,33333333333333;1,75;2,25;11;1;1;8,5;0,666666666666667;16;8;1,5;10;19;2;4;3;0;-1400;661;23900;3;735,024390243902;23200;948;"si"
0;5;8;1611,42857142857;1;1880;2;1,66666666666667;14;5;2;1;13;1,66666666666667;12;7;1,25;4,5;15;0;3;2;0;-2000;-889;25200;3;631,171428571429;23200;1146,22857142857;"si"
0;4;9;1472,34042553191;1;2578,72340425532;9;4;2,25;3,5;3,66666666666667;0;2;2,33333333333333;4,5;13;7;3;10;2;4;4;0;-930;776;24300;1;904,212765957447;23400;988,489361702128;"si"
0;2;11;862,162162162162;3;2908,10810810811;1;1;9;15;1;0;14;0,5;3,66666666666667;5;0;13;16;2;3;3;0;3100;1893;22000;0;1685,64864864865;25100;1458,45945945946;"si"
0;2;10;817,241379310345;2;2872,41379310345;1,5;1,33333333333333;9;18;0,571428571428571;0;15;1;15;8;1,25;3;23;1;0;4;0;756;3286;24500;2;517,103448275862;25300;1346,34482758621;"si"
0;1;10;725,925925925926;2;2814,81481481481;2;0,333333333333333;6;5,5;0,5;0;8;2;5;4;0;4;11;1;1;3;0;3300;1939;22300;0;426,740740740741;25600;824,666666666667;"si"
0;3;10;834,285714285714;2;2680;2;0,666666666666667;15;10;1,25;0;3,5;1;10;5;2,5;17;18;2;2;3;1;-1800;-924;24100;2;694,514285714286;22300;1813,17142857143;"si"
0;2;10;857,575757575758;2;2572,72727272727;6;1,66666666666667;11;10;1,33333333333333;0;14;0,666666666666667;5,5;6;1,5;7;15;1;2;3;0;-307;-3053;25300;0;754,363636363636;25000;1357,39393939394;"si"
0;5;11;1117,85714285714;2;2942,85714285714;0,333333333333333;0,666666666666667;3,5;12;1;0;13;1;11;3;0,666666666666667;10;14;1;2;2;0;1400;-1794;24000;1;969,285714285714;25400;778,178571428571;"si"
0;1;8;829,032258064516;1;2709,67741935484;1;1,75;6,5;7;0,75;0;10;0,5;10,5;9;1,25;11;25;1;3;2;0;1400;85;23000;1;765,387096774194;24400;1440,61290322581;"si"
0;6;9;1340;1;2357,14285714286;3;1,5;3,5;5;1;1;11;2,5;8;6;1;12;14;1;2;2;0;3400;1940;22100;2;594,828571428571;25500;1044,71428571429;"si"
1;6;11;1461,76470588235;3;2888,23529411765;2,5;1,66666666666667;11;3;0,666666666666667;0;5,5;2;5;7;6;9;12;1;2;3;0;-1300;-1687;24700;2;441,647058823529;23400;1118,64705882353;"si"
0;0;11;512,5;3;2862,5;2;0,5;6;8;0,4;0;7;1;6;2;1;8;11;1;1;4;0;1600;1311;22700;0;687,625;24300;747,875;"si"
0;3;7;1548,27586206897;1;2603,44827586207;3,5;2,25;3,5;1;3;1;3;7;6;14;2,5;3;14;0;1;3;2;-505;1207;25000;3;933,965517241379;24500;602,896551724138;"si"
0;4;9;860;1;2382,85714285714;3;1,5;9;6;0,8;1;20;0,857142857142857;19;9;2,33333333333333;7;21;0;0;4;1;808;-295;21100;3;757,914285714286;21900;2032,74285714286;"si"
0;4;10;1096,55172413793;2;2731,03448275862;0;0;7;7;0,25;0;8;0;9;1;0,5;5;10;1;0;4;0;2000;2500;21700;1;451,310344827586;23700;1035,86206896552;"si"
0;4;10;1233,33333333333;3;2281,81818181818;1,4;0,8;7;15;1;0;8;1,2;17;7;2,5;13;21;1;2;3;2;3000;639;23900;4;632,151515151515;26900;1068,57575757576;"si"
0;2;10;1074,28571428571;1;3145,71428571429;1,5;1;9;3;1;0;7;1,5;5;4;0,5;5;13;1;3;3;0;3600;1929;22500;1;490,914285714286;26100;783,742857142857;"si"
0;1;9;590;1;2580;0,666666666666667;1,66666666666667;5;2,33333333333333;4;0;11;0,75;13;5;0,166666666666667;8;17;0;1;1;0;3900;3859;22100;2;365,85;26300;661,9;"si"
0;2;8;1229,72972972973;1;1678,37837837838;1,5;2;13;4,5;0,4;0;7;1,33333333333333;11;4;0,5;7;15;0;2;3;0;411;1882;23400;2;586,108108108108;23800;709,540540540541;"si"
0;5;7;1761,53846153846;1;2243,58974358974;3,25;2,75;2,8;5;2,6;1;4,5;3,25;9;18;3,66666666666667;3;20;0;3;3;2;-953;-2275;24100;2;679,666666666667;23100;1019,87179487179;"si"
0;2;11;1238,09523809524;4;2304,7619047619;4;0,8;9;9;2;1;10;2;8;5;1,25;2,66666666666667;14;1;2;4;0;2300;192;21300;1;848,238095238095;23600;1077;"si"
0;5;9;2002;2;2118;6;3,5;4;1,33333333333333;2,66666666666667;2;8;2,5;4;10;2;2;9;2;4;4;0;1500;1304;22700;0;958,84;24200;756,12;"si"
0;3;8;1402,94117647059;1;2108,82352941176;1,5;8;12;2,75;0,5;0;2,83333333333333;3,33333333333333;21;14;2,33333333333333;4,33333333333333;21;1;2;3;0;-2500;-582;24900;1;784,911764705882;22400;1210,94117647059;"si"
0;5;10;1623,33333333333;1;2483,33333333333;1,6;2;8;7,5;2,5;0;11;1,8;4,75;11;0,666666666666667;5;23;1;0;4;0;-1000;-316;24500;6;635,333333333333;23500;1153,3;"si"
0;5;7;1476,92307692308;1;2030,76923076923;1;2,66666666666667;2,25;4;3;0;13;1,33333333333333;12;8;1;7;16;1;2;2;0;447;569;25100;3;569,615384615385;25500;1279,11538461538;"si"
0;2;11;634,48275862069;3;2889,62068965517;1;3;4,5;18;1;0;2,75;1,75;13;12;1,4;2;21;1;0;4;0;2200;681;24600;2;599,896551724138;26800;777,655172413793;"si"
0;4;10;809,375;0;2790,625;4,33333333333333;0,75;4,25;4,66666666666667;1,8;0;5,5;1,85714285714286;18;17;1,6;1,8;28;0;0;4;0;451;218;23000;0;824,025641025641;26800;996,48275862069;"si"
0;5;10;1525;1;2540;1,42857142857143;3,5;16;14;1,5;0;2,33333333333333;1,14285714285714;15;11;1;5;24;2;4;2;0;1600;1433;23600;3;757,45;25200;745,275;"si"
0;2;10;806,896551724138;2;2779,31034482759;0;1;7;6;0,333333333333333;0;8;0;4;2;0,5;5;10;1;1;3;0;1400;819;23000;1;624,793103448276;24400;1367;"si"
0;4;10;727,586206896552;2;3686,20689655172;0;0,5;7;11;1;0;13;0;13;2;0,2;9;16;2;0;4;0;2100;93;24200;0;442,655172413793;26300;1111,51724137931;"si"
0;2;9;1502,94117647059;1;2258,82352941176;0,75;1,33333333333333;6;12;5;0;3,5;1,5;3,5;6;0,333333333333333;8;13;1;3;2;1;1500;978;23500;2;675,382352941176;25000;1099,76470588235;"si"
0;0;7;466,666666666667;1;2740,74074074074;1;0,25;7;11;0,25;0;9;1;10;1;0,25;9;14;0;0;4;0;3500;4495;21500;2;952,407407407407;25000;2424,7037037037;"si"
0;1;11;1028,57142857143;3;2735,71428571429;0,5;0,75;13;3,66666666666667;0,5;0;17;3;11;6;1;18;19;1;2;2;1;1500;858;23400;2;974,107142857143;24900;1332,67857142857;"si"
0;4;11;1738,23529411765;3;2347,05882352941;3,66666666666667;1;4;4,5;4;0;5,5;3,66666666666667;1,5;14;8;1,6;13;2;3;2;3;-2900;-2178;25600;1;1026,97058823529;22700;2060,17647058824;"si"
0;3;11;773,529411764706;2;2223,52941176471;1,71428571428571;1,4;22;7;4,33333333333333;0;6,33333333333333;1,14285714285714;2,66666666666667;17;2;4,25;28;1;2;3;0;4600;1072;22200;2;1331,02941176471;26800;1182,58823529412;"si"
0;1;10;440,740740740741;2;3074,07407407407;3,33333333333333;2;13;13;3;0;2,75;2,66666666666667;3;12;0,833333333333333;3,33333333333333;17;1;1;3;0;1500;-1519;24100;2;568,666666666667;25600;732,444444444444;"si"
0;3;7;1273,33333333333;1;2086,66666666667;1,5;1,75;3,75;9;1,42857142857143;0;8;1,16666666666667;5,66666666666667;13;0,75;6,5;25;1;3;2;2;98;1575;24400;2;689,133333333333;25000;861,566666666667;"si"
0;5;7;1632,55813953488;1;2576,74418604651;17;5,5;3;1,5;4;1;2,75;3;2,5;17;2,66666666666667;3,5;14;2;4;2;2;3200;1881;22800;0;582,674418604651;26000;851,116279069767;"si"
0;3;8;1548,57142857143;2;1345,71428571429;1,5;0,833333333333333;5,5;6,33333333333333;4,5;0;7,5;2;7,5;9;1;8;20;0;4;2;0;-2;810;24100;0;748,628571428571;25000;1110,22857142857;"si"
0;4;9;803,333333333333;2;3046,66666666667;7;1;10;6,5;2,5;0;5;2;13;8;0,4;5;17;1;1;4;1;-238;-1375;24300;2;1136,73333333333;24100;1851,66666666667;"si"
0;3;9;931,428571428571;2;2140;1;1,33333333333333;16;16;1,66666666666667;0;19;1,25;6;5;0,8;8,5;20;1;2;3;1;-29;920;22800;1;631,457142857143;22800;1066,14285714286;"si"
0;2;8;1413,33333333333;1;2366,66666666667;1,75;4;15;7,5;2;0;4,66666666666667;1,14285714285714;18;10;0,714285714285714;4,66666666666667;24;1;3;2;0;98;1875;25300;2;706,366666666667;25400;779;"si"
0;2;10;962,857142857143;2;2477,14285714286;3;1,6;13;10;1;0;2;1,75;6;9;1,66666666666667;3,33333333333333;19;1;3;3;0;1900;57;22900;1;721,828571428571;24800;846,142857142857;"si"
2;9;7;2891,28260869565;1;1776,08695652174;7;6;7;4;3;1;2,25;4;9;9;1,5;8;10;0;3;5;1;73;-2014;24700;2;776,826086956522;24800;463,847826086957;"si"
0;0;11;750;3;3273,33333333333;0;0,5;11;9;0,2;0;9;0,333333333333333;10;2;0,666666666666667;4,5;15;1;1;4;0;3400;1569;21700;1;476,133333333333;25100;901,266666666667;"si"
0;3;11;1353,65853658537;5;2392,68292682927;1;2,5;8;4;3,5;0;4;7;4,5;8;5;5;10;2;2;4;1;872;-1386;23400;1;1033,70731707317;24300;1295,26829268293;"si"
0;2;10;852,941176470588;3;2823,52941176471;6;0,285714285714286;7;14;0,6;0;15;0,571428571428571;9;9;0,8;4;25;1;2;3;0;1400;232;25300;1;655,117647058824;26700;980;"si"
0;1;10;1329,41176470588;1;2179,41176470588;1;2;13;7,5;1,33333333333333;0;11;1;14;5;1,33333333333333;5;17;1;2;3;1;1100;-772;22700;3;775,382352941176;23800;1462,94117647059;"si"
0;0;11;424,242424242424;2;3003,0303030303;2;2;2,5;2;5;0;10;0,75;10;5;1,5;6;10;1;1;4;0;2800;347;23100;0;707,787878787879;25900;1011,90909090909;"si"
0;6;9;2021,42857142857;1;2628,57142857143;5;7;4;1;2,5;0;3;4;1,5;7;6;1;4;1;0;5;1;-1800;-108;26200;0;670,5;24400;616,714285714286;"si"
0;4;10;1391,42857142857;2;2294,28571428571;4;0,5;10;11;3;0;8;0,6;14;5;2;3,5;15;1;1;4;0;1200;1263;22800;2;647,657142857143;24000;1459,77142857143;"si"
0;0;11;225;3;3078,57142857143;3;1;12;5,5;0,666666666666667;0;12;0,75;8;4;0;11;14;1;0;4;0;5900;2496;21600;2;375,107142857143;27500;708,035714285714;"si"
0;1;10;811,111111111111;2;2522,22222222222;0,666666666666667;1,5;5;4;2;0;7;1;10;4;1,33333333333333;3;12;1;2;1;1;4700;1386;22500;0;691,888888888889;27200;1088,77777777778;"si"
0;2;10;1721,42857142857;2;2445,2380952381;1,8;2,6;3,33333333333333;3;8;0;1;16;5;17;4,5;9;15;3;4;3;2;-33;-832;23900;2;1599,78571428571;23900;1023,90476190476;"si"
0;2;9;907,142857142857;1;2607,14285714286;3;1,6;6,33333333333333;4,33333333333333;1,16666666666667;0;9;2,66666666666667;14;9;1;14;20;1;1;4;0;-1800;-546;25100;3;620,321428571429;23300;1186,82142857143;"si"
0;0;9;772,222222222222;1;2494,44444444444;1,5;1,2;6,5;6;1,33333333333333;0;9;1,66666666666667;5;8;2;5;19;1;2;3;0;1200;-231;22700;3;624,527777777778;23900;1024,77777777778;"si"
0;2;9;480;1;3170;0,666666666666667;4;4;5;1,25;0;12;0,5;14;7;2;4;16;2;0;4;0;2200;-408;23900;2;612;26100;670,466666666667;"si"
0;3;10;910;2;3040;4;0,333333333333333;3,33333333333333;12;2;1;6;1;13;5;0,4;10;17;1;2;4;0;5300;2202;22400;0;603,45;27700;766,975;"si"
0;3;11;873,333333333333;3;3644,44444444444;1;1;15;16;0,6;0;20;0,333333333333333;14;4;1;7;20;3;2;5;0;904;386;23400;2;530,133333333333;24300;1989,37777777778;"si"
0;6;8;2667,56756756757;1;1745,94594594595;3,5;3;9;2,5;4;1;5;6;10;10;2;2;10;1;4;1;1;-4900;-2593;26900;0;1038,24324324324;22000;1247,97297297297;"si"
0;3;9;975;1;2956,25;1;1,5;17;16;0,5;0;3;0,75;10;4;1,5;10;18;1;1;4;1;-487;-681;23600;1;525,90625;23100;667,53125;"si"
0;3;11;1115,38461538462;2;2911,53846153846;0,6;1;6;16;0,333333333333333;0;6,5;1;15;5;1,5;9;22;1;1;3;1;4400;5942;24000;1;586,807692307692;28400;1553,61538461538;"si"
1;4;10;1674,1935483871;2;2561,29032258065;3;1;11;1,66666666666667;0,666666666666667;0;9;1,5;11;3;0,333333333333333;6;12;1;3;2;0;519;1215;22800;0;653,741935483871;23300;674,032258064516;"si"
0;1;9;680;2;2443,33333333333;0,5;1,25;5,5;12;1;0;8;0,333333333333333;10;6;0,75;3,75;20;1;2;2;0;4500;2474;22400;3;486,5;26900;790,966666666667;"si"
0;1;11;896,153846153846;3;2411,53846153846;1;0,714285714285714;20;7,5;0,75;0;15;0,75;10;8;1;3;22;1;2;1;1;1900;-330;23900;3;601,769230769231;25800;721,5;"si"
0;2;11;1323,91304347826;5;2900;6;3;6;6;2,33333333333333;0;5;4;3,5;9;4,5;0,6;9;3;3;4;1;2100;391;22200;0;1080,89130434783;24300;1274,54347826087;"si"
0;2;11;1494,44444444444;4;2633,33333333333;2;2,66666666666667;6,5;6,5;3;0;5,33333333333333;1,8;16;11;2;3,5;18;2;4;1;0;3600;2392;22800;1;474,916666666667;26400;1042,52777777778;"si"
0;5;11;1487,17948717949;2;2733,33333333333;1,33333333333333;1,33333333333333;3,5;7;5;1;4,5;5;11;5;0,75;6;12;1;2;4;0;2000;1097;22700;1;893,435897435897;24700;805,333333333333;"si"
0;1;7;552;1;1716;1,33333333333333;1;20;8;0,833333333333333;0;14;0,8;16;6;0,666666666666667;17;24;0;0;3;0;4000;2795;22400;0;466,88;26400;1022,56;"si"
0;3;9;1025;1;2468,75;0,5;1;1,5;9;1,5;0;9;1;9;4;0,5;6;11;1;2;3;0;2800;626;21300;1;1253,28125;24100;1153,71875;"si"
0;2;9;768,965517241379;1;1920,68965517241;2;3;5,5;3;2,5;0;4,5;1;12;7;1,25;12;16;0;2;2;0;451;-1378;24300;0;1041,51724137931;24800;996,48275862069;"si"
0;5;11;914,705882352941;3;2955,88235294118;3;0,5;11;4;1,33333333333333;0;10;0;5,5;5;2;7;13;1;1;4;0;455;-167;25100;0;646,5;25600;1244,70588235294;"si"
0;0;10;565,51724137931;1;3068,96551724138;0,2;1;8;9;0,333333333333333;0;9;0,25;10;1;0;11;16;1;1;4;0;5300;2544;22000;1;695,448275862069;27300;792,241379310345;"si"
0;0;9;758,620689655172;1;2924,13793103448;2;0,5;3,2;17;1,16666666666667;1;19;1,75;17;9;0,8;7;25;0;0;4;1;4400;3950;21700;4;1114,86206896552;26100;1068;"si"
0;2;8;574,193548387097;1;3070,96774193548;1,5;1;9;8;1;0;8;1;5;6;2;3,33333333333333;12;1;1;4;0;1500;-354;23600;0;818,096774193548;25100;756,129032258065;"si"
0;3;8;1416,66666666667;1;2486,66666666667;1;1;9;8;0,25;0;2,5;1;9;3;2;8;12;1;2;3;0;-1000;-1582;25900;0;1162,13333333333;24900;830,5;"si"
0;3;9;1332,14285714286;2;2532,14285714286;1;1;9;12;0,666666666666667;0;7;0,25;14;5;2;2,25;15;1;0;4;0;1700;1097;24100;0;500,964285714286;25800;650,892857142857;"si"
0;1;11;1555,1724137931;3;2748,27586206897;0;0,333333333333333;14;12;0,333333333333333;0;11;0;9;2;1;9;17;1;0;4;0;2500;1074;23300;1;1088,8275862069;25800;876,068965517241;"si"
0;5;9;1510;1;2483,33333333333;0;0;4;3;0;0;7;0;7;0;0;7;8;1;1;3;0;1700;-618;23000;1;842,2;24700;1032,3;"si"
0;2;10;1223,07692307692;2;2653,84615384615;5;4;7;2;3,33333333333333;0;3;2;10;11;5;1,66666666666667;11;2;3;3;0;1700;-89;23500;0;852,794871794872;25200;670,615384615385;"si"
0;3;11;1366,66666666667;3;3104,44444444444;2;1;5;8;3;0;9;1;8;3;0,666666666666667;8;9;3;3;4;0;-251;-1647;25100;2;1026,6;24800;1361,48888888889;"si"
0;3;10;1133,33333333333;2;2114,81481481481;0,333333333333333;1,25;14;3,5;0,5;0;12;0,75;18;5;0,5;10;22;0;0;4;1;3300;3702;22600;4;404,296296296296;25900;1050,62962962963;"si"
0;2;11;761,224489795918;5;2769,38775510204;4,75;2,83333333333333;4;11;2,66666666666667;1;3,8;2,11111111111111;3,6;23;3,2;1,71428571428571;30;2;1;5;1;2600;2703;24200;2;1020,87755102041;26800;1470,12244897959;"si"
